id,question_stem,choices,answerKey,inference_prompt,generated_response,predicted_label
13-845,"Many things in nature change during the seasons, and the most noticeable one in winter is that the plants all","A) fly away
B) shrivel away
C) cry
D) dance
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Many things in nature change during the seasons, and the most noticeable one in winter is that the plants all

### Choices: 
A) fly away
B) shrivel away
C) cry
D) dance

### Answer: ","
D",D
13-848,Someone with Lupus is probably in,"A) robust health
B) excellent health
C) tip top health
D) shoddy health
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Someone with Lupus is probably in

### Choices: 
A) robust health
B) excellent health
C) tip top health
D) shoddy health

### Answer: ","
C",C
13-851,Seasonal water fall in Columbia causes whole towns to,"A) gain tourism
B) have tea
C) become clean
D) slide away
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Seasonal water fall in Columbia causes whole towns to

### Choices: 
A) gain tourism
B) have tea
C) become clean
D) slide away

### Answer: ","
C",C
13-853,The strength of a hurricane increases as moisture and what increase?,"A) hotness
B) animals
C) water
D) anger
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
The strength of a hurricane increases as moisture and what increase?

### Choices: 
A) hotness
B) animals
C) water
D) anger

### Answer: ","
C",C
13-854,"Bacteria will build up on food if you leave it out, so if you make sure its protected from the air, you can","A) go to space
B) lift a bus
C) Fly
D) avoid falling ill
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Bacteria will build up on food if you leave it out, so if you make sure its protected from the air, you can

### Choices: 
A) go to space
B) lift a bus
C) Fly
D) avoid falling ill

### Answer: ","
C",C
13-855,Digestion is when an organism takes in nutrients from what?,"A) sustenance
B) food chart
C) wind
D) gales
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Digestion is when an organism takes in nutrients from what?

### Choices: 
A) sustenance
B) food chart
C) wind
D) gales

### Answer: ","
A",A
13-857,"If a day is dawning and grass is glistening, then","A) the night was chilly
B) the night was hot
C) the snow is yellow
D) the yard is burned
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a day is dawning and grass is glistening, then

### Choices: 
A) the night was chilly
B) the night was hot
C) the snow is yellow
D) the yard is burned

### Answer: ","
C",C
13-858,To make hydropower you need,"A) to burn fossil fuels
B) to stop or slow moving water
C) to fill a pool with water
D) to put up windmills
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
To make hydropower you need

### Choices: 
A) to burn fossil fuels
B) to stop or slow moving water
C) to fill a pool with water
D) to put up windmills

### Answer: ","
C",C
13-859,"Oak tree seeds are planted and a sidewalk is paved right next to that spot, until eventually, the tree is tall and the roots must extend past the sidewalk, which means","A) roots may fall apart
B) roots may begin to die
C) parts may break the concrete
D) roots may be split
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Oak tree seeds are planted and a sidewalk is paved right next to that spot, until eventually, the tree is tall and the roots must extend past the sidewalk, which means

### Choices: 
A) roots may fall apart
B) roots may begin to die
C) parts may break the concrete
D) roots may be split

### Answer: ","
C",C
13-860,Which will take the longest to reach a boiling point,"A) tea kettle
B) fish tank
C) swimming pool
D) bath tub
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which will take the longest to reach a boiling point

### Choices: 
A) tea kettle
B) fish tank
C) swimming pool
D) bath tub

### Answer: ","
C",C
13-861,If a reptile were taken to the iceland it would,"A) have many babies
B) thrive
C) build a home
D) die
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a reptile were taken to the iceland it would

### Choices: 
A) have many babies
B) thrive
C) build a home
D) die

### Answer: ","
C",C
13-864,"If a mouse is running in a field with a fence that will provide a shock to those that touch it, and the mouse tries to climb up it, it will most likely","A) keep doing it
B) try it again
C) be fatally injured
D) enjoy the feeling
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a mouse is running in a field with a fence that will provide a shock to those that touch it, and the mouse tries to climb up it, it will most likely

### Choices: 
A) keep doing it
B) try it again
C) be fatally injured
D) enjoy the feeling

### Answer: ","
C",C
13-865,A creature that completely goes unnoticed and unseen against a mottled leaf backdrop is probably,"A) indoors
B) glowing
C) neon
D) matching
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A creature that completely goes unnoticed and unseen against a mottled leaf backdrop is probably

### Choices: 
A) indoors
B) glowing
C) neon
D) matching

### Answer: ","
C",C
13-866,Which of the following resources can reproduce to replenish it's stock?,"A) Coal
B) Wood
C) Salt
D) Petroleum
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which of the following resources can reproduce to replenish it's stock?

### Choices: 
A) Coal
B) Wood
C) Salt
D) Petroleum

### Answer: ","
C",C
13-867,What makes it difficult to hear on the moon?,"A) lack of air
B) stiff breezes
C) wind
D) sea monsters
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What makes it difficult to hear on the moon?

### Choices: 
A) lack of air
B) stiff breezes
C) wind
D) sea monsters

### Answer: ","
B",B
13-870,A person may inherit their mom's,"A) boat
B) stooped shoulders
C) cat
D) building
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A person may inherit their mom's

### Choices: 
A) boat
B) stooped shoulders
C) cat
D) building

### Answer: ","
C",C
13-871,Ice wedging is caused by cycles of freezing and thawing of what?,"A) h2o
B) plants
C) winds
D) animals
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Ice wedging is caused by cycles of freezing and thawing of what?

### Choices: 
A) h2o
B) plants
C) winds
D) animals

### Answer: ","
D",D
13-874,What will happen if more people bike instead of drive cars?,"A) more cars will be bought
B) more deer will get hit by cars
C) it will be easier to breathe
D) less people will ride bikes
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What will happen if more people bike instead of drive cars?

### Choices: 
A) more cars will be bought
B) more deer will get hit by cars
C) it will be easier to breathe
D) less people will ride bikes

### Answer: ","
D",D
13-875,What is a likely product of a timber companies activities?,"A) the battery of your cell phone
B) the ruler in your backpack
C) the porcelain in your toilet
D) the bottle you drink from
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What is a likely product of a timber companies activities?

### Choices: 
A) the battery of your cell phone
B) the ruler in your backpack
C) the porcelain in your toilet
D) the bottle you drink from

### Answer: ","
C",C
13-880,These would likely be broken down and recycled,"A) waste helium
B) waste hydrogen
C) pallets
D) waste oil
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
These would likely be broken down and recycled

### Choices: 
A) waste helium
B) waste hydrogen
C) pallets
D) waste oil

### Answer: ","
C",C
13-881,"If a house burns down, the goldfish inside may do what?","A) quit swimming
B) be hungry
C) grow
D) get smarter
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a house burns down, the goldfish inside may do what?

### Choices: 
A) quit swimming
B) be hungry
C) grow
D) get smarter

### Answer: ","
D",D
13-882,Frozen steak which has been in the sun all day will,"A) defrost
B) freeze
C) give birth
D) become sentient
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Frozen steak which has been in the sun all day will

### Choices: 
A) defrost
B) freeze
C) give birth
D) become sentient

### Answer: ","
B",B
13-883,If a liquid disappears then what probably happened to it?,"A) gas transformation
B) solidifying
C) melting
D) cooling
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a liquid disappears then what probably happened to it?

### Choices: 
A) gas transformation
B) solidifying
C) melting
D) cooling

### Answer: ","
C",C
13-885,Conserving water can be used for survival where?,"A) seas
B) oceans
C) sandy land
D) towns
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Conserving water can be used for survival where?

### Choices: 
A) seas
B) oceans
C) sandy land
D) towns

### Answer: ","
C",C
13-886,"If a see through thing is multifaceted, it is most likely","A) a ball
B) an apple
C) a silver globe
D) a quartz square
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a see through thing is multifaceted, it is most likely

### Choices: 
A) a ball
B) an apple
C) a silver globe
D) a quartz square

### Answer: ","
C",C
13-887,human planet revolves around the sun in,"A) a day
B) a week
C) 365 earthen rotations
D) a eon
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
human planet revolves around the sun in

### Choices: 
A) a day
B) a week
C) 365 earthen rotations
D) a eon

### Answer: ","
C",C
13-888,The many ponds in the area along with massive swarms of mosquitoes lead the dragonflies to,"A) convert the area into swampland
B) experience a sharp increase in available resources
C) leave the area in search of a better habitat
D) experience a dramatic decrease in population
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
The many ponds in the area along with massive swarms of mosquitoes lead the dragonflies to

### Choices: 
A) convert the area into swampland
B) experience a sharp increase in available resources
C) leave the area in search of a better habitat
D) experience a dramatic decrease in population

### Answer: ","
C",C
13-890,the cells of golden retrievers can,"A) spontaneously combust
B) change colors
C) liquify
D) specialize
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
the cells of golden retrievers can

### Choices: 
A) spontaneously combust
B) change colors
C) liquify
D) specialize

### Answer: ","
C",C
13-891,"if a person wanted to hunt down some deer, which of these would be the wrong place to visit?","A) the local hunting reservation
B) a known national reservation
C) an uncharted wilderness region
D) a natural unregulated forest
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
if a person wanted to hunt down some deer, which of these would be the wrong place to visit?

### Choices: 
A) the local hunting reservation
B) a known national reservation
C) an uncharted wilderness region
D) a natural unregulated forest

### Answer: ","
C",C
13-892,What does the earth orbit that causes the seasons to change?,"A) plasma star
B) venus
C) saturn
D) mercury
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What does the earth orbit that causes the seasons to change?

### Choices: 
A) plasma star
B) venus
C) saturn
D) mercury

### Answer: ","
B",B
13-894,"If you wanted the visual effect of being closer to something without moving, what would you use?","A) An old spyglass
B) Squinting your eyes
C) A large mirror
D) Some good sunglasses
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If you wanted the visual effect of being closer to something without moving, what would you use?

### Choices: 
A) An old spyglass
B) Squinting your eyes
C) A large mirror
D) Some good sunglasses

### Answer: ","
C",C
13-897,kinetics change stored energy into motion and,"A) snacks
B) naps
C) kites
D) warmth
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
kinetics change stored energy into motion and

### Choices: 
A) snacks
B) naps
C) kites
D) warmth

### Answer: ","
C",C
13-898,Which orbits a star?,"A) Neptune
B) a galaxy
C) the sun
D) the moon
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which orbits a star?

### Choices: 
A) Neptune
B) a galaxy
C) the sun
D) the moon

### Answer: ","
C",C
13-899,Angler fish hunt by using,"A) fishermen
B) spear guns
C) illumination
D) fishing poles
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Angler fish hunt by using

### Choices: 
A) fishermen
B) spear guns
C) illumination
D) fishing poles

### Answer: ","
C",C
13-900,One odd fossil that may have been discovered is,"A) feelings
B) love
C) vortexes
D) poop
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
One odd fossil that may have been discovered is

### Choices: 
A) feelings
B) love
C) vortexes
D) poop

### Answer: ","
C",C
13-901,which one of these would be easiest to measure with a tape?,"A) a quart of motor oil
B) contents of a wine bottle
C) contents of a can of beer
D) a freshly baked loaf of bread
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
which one of these would be easiest to measure with a tape?

### Choices: 
A) a quart of motor oil
B) contents of a wine bottle
C) contents of a can of beer
D) a freshly baked loaf of bread

### Answer: ","
B",B
13-902,The earth has completed half of its yearly orbit of the sun and will complete the other half in,"A) two weeks
B) seven months
C) 365 days
D) 182 days
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
The earth has completed half of its yearly orbit of the sun and will complete the other half in

### Choices: 
A) two weeks
B) seven months
C) 365 days
D) 182 days

### Answer: ","
C",C
13-903,Light enters what through the pupil?,"A) skin
B) visual organ
C) eye spy
D) eye diagram
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Light enters what through the pupil?

### Choices: 
A) skin
B) visual organ
C) eye spy
D) eye diagram

### Answer: ","
B",B
13-904,A mouse give birth to ____ while a bird give birth to ____,"A) mouse eggs; live babies
B) live babies; unhatched eggs
C) live babies; live babies
D) mouse eggs; rat eggs
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A mouse give birth to ____ while a bird give birth to ____

### Choices: 
A) mouse eggs; live babies
B) live babies; unhatched eggs
C) live babies; live babies
D) mouse eggs; rat eggs

### Answer: ","
C",C
13-907,What is most likely to happen to a roof as the sun comes into contact with it?,"A) it will fall apart
B) it will cry out in pain
C) it will heat up over time
D) it will cool down over time
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What is most likely to happen to a roof as the sun comes into contact with it?

### Choices: 
A) it will fall apart
B) it will cry out in pain
C) it will heat up over time
D) it will cool down over time

### Answer: ","
C",C
13-910,Having a conversation in rooms with bare cement can be challenging because of,"A) dancing clown guys
B) bouncing sound waves
C) problematic triggered dingoes
D) egg cartons
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Having a conversation in rooms with bare cement can be challenging because of

### Choices: 
A) dancing clown guys
B) bouncing sound waves
C) problematic triggered dingoes
D) egg cartons

### Answer: ","
C",C
13-912,"On a summer day, a dog stuck outside will","A) be dripping with sweat
B) lick at the window
C) appear to be smiling with its mouth open
D) curl up somewhere and shiver
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
On a summer day, a dog stuck outside will

### Choices: 
A) be dripping with sweat
B) lick at the window
C) appear to be smiling with its mouth open
D) curl up somewhere and shiver

### Answer: ","
C",C
13-913,Imagine astronauts traveling to a distant asteroid as it passes near Earth. During their mission they leave behind boot prints. How long will these potentially last?,"A) several months
B) 5 years
C) thousands of years
D) 2 weeks
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Imagine astronauts traveling to a distant asteroid as it passes near Earth. During their mission they leave behind boot prints. How long will these potentially last?

### Choices: 
A) several months
B) 5 years
C) thousands of years
D) 2 weeks

### Answer: ","
C",C
13-914,More sunlight will be absorbed by,"A) a plant with curled leaves
B) a tree with wide, smooth leaves
C) a rose with tiny leaves
D) a berry bush with thin, short leaves
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
More sunlight will be absorbed by

### Choices: 
A) a plant with curled leaves
B) a tree with wide, smooth leaves
C) a rose with tiny leaves
D) a berry bush with thin, short leaves

### Answer: ","
C",C
13-915,A mother births what?,"A) light
B) elements
C) younglings
D) nothing
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A mother births what?

### Choices: 
A) light
B) elements
C) younglings
D) nothing

### Answer: ","
C",C
13-917,What would light bounce off of when it hits it?,"A) a wall painted grey
B) old worn out leather
C) a freshly waxed car
D) a street made of gravel
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What would light bounce off of when it hits it?

### Choices: 
A) a wall painted grey
B) old worn out leather
C) a freshly waxed car
D) a street made of gravel

### Answer: ","
C",C
13-918,What happens when animals in hot environments are active?,"A) They get a sun tan under their fur
B) They like to take naps while running
C) They become thirsty more easily
D) They become fried and baked alive as burgers
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What happens when animals in hot environments are active?

### Choices: 
A) They get a sun tan under their fur
B) They like to take naps while running
C) They become thirsty more easily
D) They become fried and baked alive as burgers

### Answer: ","
C",C
13-919,Tides can change in different locations because,"A) A higher power
B) God
C) Magic
D) the pacific's bottom
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Tides can change in different locations because

### Choices: 
A) A higher power
B) God
C) Magic
D) the pacific's bottom

### Answer: ","
C",C
13-921,How long is it between a moon phase?,"A) a minute
B) 168 hours
C) an hour
D) a day
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
How long is it between a moon phase?

### Choices: 
A) a minute
B) 168 hours
C) an hour
D) a day

### Answer: ","
D",D
13-922,"How many phases are present in a closed flask if it contains ice, water and air","A) 5
B) 3
C) 2
D) 6
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
How many phases are present in a closed flask if it contains ice, water and air

### Choices: 
A) 5
B) 3
C) 2
D) 6

### Answer: ","
C",C
13-924,An example of a learned behavior is,"A) catching a frisbee
B) cows eating grass
C) having blue eyes
D) birds growing wings
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
An example of a learned behavior is

### Choices: 
A) catching a frisbee
B) cows eating grass
C) having blue eyes
D) birds growing wings

### Answer: ","
A",A
13-925,How should John proceed with eating the fish he just caught?,"A) biting right into it raw
B) hold the fish up the sunlight
C) putting his boot on a fire spit
D) striking flint over kindling and placing the fish above it
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
How should John proceed with eating the fish he just caught?

### Choices: 
A) biting right into it raw
B) hold the fish up the sunlight
C) putting his boot on a fire spit
D) striking flint over kindling and placing the fish above it

### Answer: ","
C",C
13-926,pollination is when wind carry pollen from one flower to another,"A) genetically similar thing
B) rock
C) cloud
D) water
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
pollination is when wind carry pollen from one flower to another

### Choices: 
A) genetically similar thing
B) rock
C) cloud
D) water

### Answer: ","
A",A
13-928,A place becomes chilly and then animals in that space,"A) sweat more often
B) lose more water
C) need more hydration
D) retain more water
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A place becomes chilly and then animals in that space

### Choices: 
A) sweat more often
B) lose more water
C) need more hydration
D) retain more water

### Answer: ","
C",C
13-930,a revolution is when something revolves around,"A) dancing
B) poetry
C) more physical matter
D) cupcakes
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
a revolution is when something revolves around

### Choices: 
A) dancing
B) poetry
C) more physical matter
D) cupcakes

### Answer: ","
C",C
13-931,Where are you most likely to see a healthy amount of pollinating insects?,"A) Where water is plentiful and flowers are everywhere
B) Where water is plentiful and flowers are few
C) Where flowers are everywhere and spiders are hungry
D) Where water is depleted and flowers are everywhere
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Where are you most likely to see a healthy amount of pollinating insects?

### Choices: 
A) Where water is plentiful and flowers are everywhere
B) Where water is plentiful and flowers are few
C) Where flowers are everywhere and spiders are hungry
D) Where water is depleted and flowers are everywhere

### Answer: ","
C",C
13-933,An example of replacing a natural resource like copper might be,"A) recovering ores
B) running around
C) throwing up
D) using plastic straws
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
An example of replacing a natural resource like copper might be

### Choices: 
A) recovering ores
B) running around
C) throwing up
D) using plastic straws

### Answer: ","
B",B
13-934,A thing that is introduced to thermal activity will likely do this if it is able to drip:,"A) chill
B) evaporate
C) ice over
D) freeze
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A thing that is introduced to thermal activity will likely do this if it is able to drip:

### Choices: 
A) chill
B) evaporate
C) ice over
D) freeze

### Answer: ","
D",D
13-935,"There are 5 steps in the water cycle, it starts with evaporation, ends with infiltration, and then","A) cries
B) goes away
C) dies
D) Restarts
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
There are 5 steps in the water cycle, it starts with evaporation, ends with infiltration, and then

### Choices: 
A) cries
B) goes away
C) dies
D) Restarts

### Answer: ","
D",D
13-936,What is something that could be made from iron?,"A) Cats
B) RVs
C) Wood
D) Feelings
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What is something that could be made from iron?

### Choices: 
A) Cats
B) RVs
C) Wood
D) Feelings

### Answer: ","
C",C
13-937,Feces on the ground is an indicator of a nearby,"A) organic being
B) fish
C) plush animal
D) deceased animal
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Feces on the ground is an indicator of a nearby

### Choices: 
A) organic being
B) fish
C) plush animal
D) deceased animal

### Answer: ","
C",C
13-938,Ground has,"A) electricity
B) divorce
C) elements
D) common understanding
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Ground has

### Choices: 
A) electricity
B) divorce
C) elements
D) common understanding

### Answer: ","
B",B
13-941,Coal might start out as,"A) a mean fairy-godmother
B) pinecones
C) happiness
D) a troll
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Coal might start out as

### Choices: 
A) a mean fairy-godmother
B) pinecones
C) happiness
D) a troll

### Answer: ","
A",A
13-944,The substance that the respiratory system takes in from the air is released by,"A) insects
B) birds
C) plants
D) bears
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
The substance that the respiratory system takes in from the air is released by

### Choices: 
A) insects
B) birds
C) plants
D) bears

### Answer: ","
C",C
13-946,A balance is used to measure the what of  a substance?,"A) depth
B) height
C) tall
D) heaviness
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A balance is used to measure the what of  a substance?

### Choices: 
A) depth
B) height
C) tall
D) heaviness

### Answer: ","
D",D
13-947,Good stewards of the environment would,"A) pour old medications down the sink drain
B) choose plastic bags over reusables
C) purchase transportation that uses alternate fuel sources
D) use Styrofoam instead of paper plates
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Good stewards of the environment would

### Choices: 
A) pour old medications down the sink drain
B) choose plastic bags over reusables
C) purchase transportation that uses alternate fuel sources
D) use Styrofoam instead of paper plates

### Answer: ","
C",C
13-948,An innate instinct could be,"A) Learning how to drive a car
B) a dog drooling when it sees food
C) Learning a new language
D) Learning how to do a cartwheel
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
An innate instinct could be

### Choices: 
A) Learning how to drive a car
B) a dog drooling when it sees food
C) Learning a new language
D) Learning how to do a cartwheel

### Answer: ","
B",B
13-949,Which of these could be separated with a sifter,"A) a cup of coffee
B) a bowl of melted ice cream
C) a bottle of water
D) a bowl of cereal
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which of these could be separated with a sifter

### Choices: 
A) a cup of coffee
B) a bowl of melted ice cream
C) a bottle of water
D) a bowl of cereal

### Answer: ","
B",B
13-950,feeders attract animals to a,"A) volcano
B) video game
C) nearby spot
D) moon
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
feeders attract animals to a

### Choices: 
A) volcano
B) video game
C) nearby spot
D) moon

### Answer: ","
C",C
13-952,A bobsled moves much faster as it leaves the concrete an touches the,"A) sand
B) grass
C) sun
D) ice
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A bobsled moves much faster as it leaves the concrete an touches the

### Choices: 
A) sand
B) grass
C) sun
D) ice

### Answer: ","
C",C
13-953,"if a person commits arson, which of these might be found as the source in the remains?","A) a new cold water bottle
B) a new portable stove
C) a new hot coffee
D) a blue plastic comb
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
if a person commits arson, which of these might be found as the source in the remains?

### Choices: 
A) a new cold water bottle
B) a new portable stove
C) a new hot coffee
D) a blue plastic comb

### Answer: ","
C",C
13-954,A circuit is parallel when more than one pathway has flowing what?,"A) ideas
B) stocks
C) water
D) zapping energy
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A circuit is parallel when more than one pathway has flowing what?

### Choices: 
A) ideas
B) stocks
C) water
D) zapping energy

### Answer: ","
C",C
13-955,A cypress tree's stout roots splitting asphalt is an example of,"A) cookie elves
B) compacting
C) weathering
D) beer
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A cypress tree's stout roots splitting asphalt is an example of

### Choices: 
A) cookie elves
B) compacting
C) weathering
D) beer

### Answer: ","
C",C
13-956,Melissa observes a plant and records her observations. On Monday it is 4 cm tall. On Friday it is 5 cm tall. Melissa concludes that the plant is,"A) dead
B) alive
C) flowering
D) green
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Melissa observes a plant and records her observations. On Monday it is 4 cm tall. On Friday it is 5 cm tall. Melissa concludes that the plant is

### Choices: 
A) dead
B) alive
C) flowering
D) green

### Answer: ","
B",B
13-957,the sun transfers solar energy from itself to the Earth through,"A) electricity
B) water
C) rocks
D) sunradiation
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
the sun transfers solar energy from itself to the Earth through

### Choices: 
A) electricity
B) water
C) rocks
D) sunradiation

### Answer: ","
D",D
13-958,Coral get their ____ from algae,"A) vibrance
B) love
C) apples
D) candles
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Coral get their ____ from algae

### Choices: 
A) vibrance
B) love
C) apples
D) candles

### Answer: ","
C",C
13-959,Bacteria in the soil feed on,"A) uranium
B) expired creatures
C) crowd sourced work
D) kryptonite
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Bacteria in the soil feed on

### Choices: 
A) uranium
B) expired creatures
C) crowd sourced work
D) kryptonite

### Answer: ","
C",C
13-960,"To grow, bamboo will require both of the following:","A) light and electricity
B) light and money
C) light and mud
D) oil and water
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
To grow, bamboo will require both of the following:

### Choices: 
A) light and electricity
B) light and money
C) light and mud
D) oil and water

### Answer: ","
A",A
13-961,What is a source of energy for animals?,"A) food charts
B) fire
C) grasshoppers
D) gales
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What is a source of energy for animals?

### Choices: 
A) food charts
B) fire
C) grasshoppers
D) gales

### Answer: ","
B",B
13-963,amphibians hatch from,"A) trees
B) rocks
C) the sky
D) calcium life pods
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
amphibians hatch from

### Choices: 
A) trees
B) rocks
C) the sky
D) calcium life pods

### Answer: ","
C",C
13-965,Cola and mentos combined will,"A) expand quickly
B) evaporate
C) freeze
D) disappear
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Cola and mentos combined will

### Choices: 
A) expand quickly
B) evaporate
C) freeze
D) disappear

### Answer: ","
C",C
13-966,Beach gear that protects your peepers and looks cool is,"A) sand
B) bikini beach volleyball
C) tinted glasses
D) swimming trunks
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Beach gear that protects your peepers and looks cool is

### Choices: 
A) sand
B) bikini beach volleyball
C) tinted glasses
D) swimming trunks

### Answer: ","
C",C
13-967,Which of these can you use as much as you'd like of without diminishing it at all?,"A) natural gas
B) sunlight
C) good will
D) fossil fuels
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which of these can you use as much as you'd like of without diminishing it at all?

### Choices: 
A) natural gas
B) sunlight
C) good will
D) fossil fuels

### Answer: ","
C",C
13-968,If a human has all their bones removed,"A) they are dancing
B) they can stand
C) organs are safe
D) organs will fail
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a human has all their bones removed

### Choices: 
A) they are dancing
B) they can stand
C) organs are safe
D) organs will fail

### Answer: ","
C",C
